id,год,месяц,день,объем нефти (м3/сутки),объем жидкости (м3/сутки),объем газа (м3/сутки),объем воды (м3/сутки),обводненность (%),рабочее время,динамический уровень (м),пластовое давление (атм)
1706,2017,9,4,17,54,4514,37,68,24,1869,148
1707,2017,9,5,18,58,4833,40,68,24,1872,148
1708,2017,9,6,19,58,4984,39,67,24,1872,148
1709,2017,9,7,18,55,4776,37,67,24,1832,148
1710,2017,9,8,18,55,4776,37,67,24,1848,148
1711,2017,9,9,18,55,4776,37,67,24,1846,148
1712,2017,9,10,18,55,4776,37,67,24,1847,148
1713,2017,9,11,19,56,5102,37,65,24,1845,148
1714,2017,9,12,19,56,5102,37,65,24,1845,148
1715,2017,9,13,19,56,5102,37,65,24,1845,147
1716,2017,9,14,19,56,5102,37,65,24,1846,147
1717,2017,9,15,19,56,5102,37,65,24,1843,147
1718,2017,9,16,19,56,5102,37,65,24,1843,147
1719,2017,9,17,19,56,5102,37,65,24,1843,147
1720,2017,9,18,14,52,3817,38,72,24,1843,147
1721,2017,9,19,14,52,3817,38,72,24,1843,147
1722,2017,9,20,14,52,3817,38,72,24,1843,147
1723,2017,9,21,14,52,3817,38,72,24,1843,147
1724,2017,9,22,14,52,3817,38,72,24,1843,147
1725,2017,9,23,14,52,3681,38,73,24,1843,147
1726,2017,9,24,14,52,3681,38,73,24,1843,147
1727,2017,9,25,14,52,3681,38,73,24,1843,147
1728,2017,9,26,14,52,3681,38,73,24,1843,147
1729,2017,9,27,11,52,2999,41,78,24,1843,147
1730,2017,9,28,11,52,2863,41,79,24,1843,147
1731,2017,9,29,11,55,3023,44,79,24,1843,147
1732,2017,9,30,11,55,3023,44,79,24,1843,147
1733,2017,10,1,11,55,3023,44,79,24,1843,147
1734,2017,10,2,11,55,3023,44,79,24,1843,147
1735,2017,10,3,11,55,3023,44,79,24,1843,147
1736,2017,10,4,11,55,3023,44,79,24,1843,147
1737,2017,10,5,11,54,2973,43,79,24,1843,147
1738,2017,10,6,12,54,3115,42,78,24,1843,147
1739,2017,10,7,11,52,3022,41,78,24,1843,147
1740,2017,10,8,12,54,3256,42,77,24,1850,147
1741,2017,10,9,12,54,3256,42,77,24,1850,146
1742,2017,10,10,12,54,3256,42,77,24,1850,146
1743,2017,10,11,12,54,3256,42,77,24,1850,146
1744,2017,10,12,11,54,2973,43,79,24,1850,146
1745,2017,10,13,11,54,2973,43,79,24,1850,146
1746,2017,10,14,11,54,2973,43,79,24,1850,146
1747,2017,10,15,11,54,2973,43,79,24,1850,146
1748,2017,10,16,11,54,2973,43,79,24,1846,146
1749,2017,10,17,10,50,2769,40,79,24,1846,146
1750,2017,10,18,11,50,2901,39,78,24,1858,146
1751,2017,10,19,12,58,3340,45,78,24,1876,146
1752,2017,10,20,12,58,3340,45,78,24,1862,146
1753,2017,10,21,12,58,3340,45,78,24,1863,146
1754,2017,10,22,12,55,3190,43,78,24,1863,146
1755,2017,10,23,12,54,3123,42,78,24,1864,146
1756,2017,10,24,12,55,3190,43,78,24,1863,146
1757,2017,10,25,12,55,3190,43,78,24,1858,146
1758,2017,10,26,14,66,3837,52,78,24,1855,146
1759,2017,10,27,12,57,3265,44,78,24,1851,146
1760,2017,10,28,11,52,2993,41,78,24,1850,146
1761,2017,10,29,11,52,2993,41,78,24,1857,146
1762,2017,10,30,11,52,2993,41,78,24,1851,146
1763,2017,10,31,11,52,2993,41,78,24,1850,146
1764,2017,11,1,12,55,3196,43,78,24,1848,146
1765,2017,11,2,12,55,3196,43,78,24,1846,146
1766,2017,11,3,12,55,3184,43,78,24,1848,145
1767,2017,11,4,16,69,4325,52,76,24,1819,145
1768,2017,11,5,16,69,4325,52,76,24,1831,145
1769,2017,11,6,13,55,3493,42,76,24,1829,145
1770,2017,11,7,12,52,3259,40,76,24,1832,145
1771,2017,11,8,12,52,3259,40,76,24,1833,145
1772,2017,11,9,13,55,3455,42,76,24,1832,145
1773,2017,11,10,13,55,3455,42,76,24,1832,145
1774,2017,11,11,14,58,3663,44,76,24,1831,145
1775,2017,11,12,12,53,3335,40,76,24,1831,145
1776,2017,11,13,12,53,3335,40,76,24,1698,145
1777,2017,11,14,12,53,3335,40,76,24,1816,145
1778,2017,11,15,12,53,3335,40,76,24,1830,145
1779,2017,11,16,12,53,3335,40,76,24,1830,145
1780,2017,11,17,12,53,3335,40,76,24,1825,145
1781,2017,11,18,13,56,3518,43,76,24,1825,145
1782,2017,11,19,13,56,3518,43,76,24,1830,145
1783,2017,11,20,13,56,3518,43,76,24,1830,145
1784,2017,11,21,13,56,3518,43,76,24,1831,145
1785,2017,11,22,13,52,3441,40,75,24,1831,145
1786,2017,11,23,13,52,3441,40,75,24,1831,145
1787,2017,11,24,13,52,3441,40,75,24,1829,145
1788,2017,11,25,13,52,3441,40,75,24,1842,145
1789,2017,11,26,13,52,3579,39,74,24,1842,145
1790,2017,11,27,13,52,3579,39,74,24,1842,145
1791,2017,11,28,13,52,3579,39,74,24,1756,145
1792,2017,11,29,14,55,3784,41,74,24,1767,144
1793,2017,11,30,14,55,3784,41,74,24,1757,144
1794,2017,12,1,14,55,3784,41,74,24,1757,144
1795,2017,12,2,14,55,3784,41,74,24,1757,144
1796,2017,12,3,14,55,3784,41,74,24,1757,144
1797,2017,12,4,14,55,3784,41,74,24,1757,144
1798,2017,12,5,16,58,4295,42,72,24,1757,144
1799,2017,12,6,16,58,4295,42,72,24,1757,144
1800,2017,12,7,16,58,4295,42,72,24,1757,144
1801,2017,12,8,16,58,4295,42,72,24,1757,144
1802,2017,12,9,16,58,4295,42,72,24,1757,144
1803,2017,12,10,16,58,4295,42,72,24,1757,144
1804,2017,12,11,16,58,4295,42,72,24,1757,144
1805,2017,12,12,15,58,3988,44,74,24,1757,144
1806,2017,12,13,15,58,3988,44,74,24,1757,144
1807,2017,12,14,15,58,3988,44,74,24,1757,144
1808,2017,12,15,15,58,3988,44,74,24,1757,144
1809,2017,12,16,15,57,3900,43,74,24,1757,144
1810,2017,12,17,14,57,3750,43,75,24,1938,144
1811,2017,12,18,14,57,3750,43,75,24,1940,144
1812,2017,12,19,13,55,3592,41,75,24,1938,144
1813,2017,12,20,13,55,3592,41,75,24,1915,144
1814,2017,12,21,14,58,3809,44,75,24,1918,144
1815,2017,12,22,14,58,3809,44,75,24,1915,144
1816,2017,12,23,14,57,3756,43,75,24,1920,144
1817,2017,12,24,14,57,3756,43,75,24,1917,144
1818,2017,12,25,14,57,3730,43,75,24,1917,143
1819,2017,12,26,14,57,3730,43,75,24,1919,143
1820,2017,12,27,14,56,3704,43,75,24,1918,143
1821,2017,12,28,14,56,3704,43,75,24,1919,143
1822,2017,12,29,14,60,3770,46,76,24,1921,143
1823,2017,12,30,10,43,2708,33,76,18,1930,143
1824,2017,12,31,14,59,3713,45,76,24,1917,143
1825,2018,1,1,14,59,3713,45,76,24,1914,143
1826,2018,1,2,14,59,3713,45,76,24,1914,143
1827,2018,1,3,14,59,3713,45,76,24,1910,143
1828,2018,1,4,14,56,3684,42,75,24,1916,143
1829,2018,1,5,14,56,3684,42,75,24,1909,143
1830,2018,1,6,12,52,3284,40,76,24,1921,143
1831,2018,1,7,12,52,3284,40,76,24,1919,143
1832,2018,1,8,12,53,3354,41,76,24,1919,143
1833,2018,1,9,12,53,3354,41,76,24,1922,143
1834,2018,1,10,13,57,3581,43,76,24,1919,143
1835,2018,1,11,13,57,3581,43,76,24,1920,143
1836,2018,1,12,12,57,3282,45,78,24,1921,143
1837,2018,1,13,11,53,3074,42,78,24,1921,143
1838,2018,1,14,11,53,3074,42,78,24,1872,143
1839,2018,1,15,11,57,3010,46,80,24,1919,143
1840,2018,1,16,11,57,3010,46,80,24,1918,143
1841,2018,1,17,11,57,2973,46,80,24,1919,143
1842,2018,1,18,11,57,2973,46,80,24,1918,143
1843,2018,1,19,11,57,2973,46,80,24,1917,143
1844,2018,1,20,12,60,3131,48,80,24,1918,142
1845,2018,1,21,12,60,3131,48,80,24,1920,142
1846,2018,1,22,12,60,3131,48,80,24,1922,142
1847,2018,1,23,12,60,3131,48,80,24,1922,142
1848,2018,1,24,11,56,2952,45,80,24,1922,142
1849,2018,1,25,11,56,2952,45,80,24,1922,142
1850,2018,1,26,11,56,2952,45,80,24,1922,142
1851,2018,1,27,11,56,2952,45,80,24,1922,142
1852,2018,1,28,11,56,2952,45,80,24,1922,142
1853,2018,1,29,11,56,2952,45,80,24,1922,142
1854,2018,1,30,11,56,2952,45,80,24,1922,142
1855,2018,1,31,13,56,3395,44,77,24,1922,142
1856,2018,2,1,13,56,3395,44,77,24,1922,142
1857,2018,2,2,13,56,3395,44,77,24,1922,142
1858,2018,2,3,13,56,3395,44,77,24,1922,142
1859,2018,2,4,13,56,3395,44,77,24,1922,142
1860,2018,2,5,13,56,3395,44,77,24,1922,142
1861,2018,2,6,13,56,3395,44,77,24,1922,142
1862,2018,2,7,13,56,3395,44,77,24,1922,142
1863,2018,2,8,13,56,3395,44,77,24,1922,142
1864,2018,2,9,14,56,3838,42,74,24,1922,142
1865,2018,2,10,14,56,3838,42,74,24,1922,142
1866,2018,2,11,14,56,3838,42,74,24,1922,142
1867,2018,2,12,14,56,3838,42,74,24,1922,142
1868,2018,2,13,14,56,3838,42,74,24,1922,142
1869,2018,2,14,13,56,3543,43,76,24,1922,142
1870,2018,2,15,13,56,3543,43,76,24,1922,141
1871,2018,2,16,13,56,3543,43,76,24,1922,141
1872,2018,2,17,13,56,3543,43,76,24,1922,141
1873,2018,2,18,13,56,3543,43,76,24,1922,141
1874,2018,2,19,14,60,3751,46,76,24,1922,141
1875,2018,2,20,14,60,3751,46,76,24,1925,141
1876,2018,2,21,14,60,3751,46,76,24,1925,141
1877,2018,2,22,13,60,3438,47,78,24,1985,141
1878,2018,2,23,13,60,3438,47,78,24,1938,141
1879,2018,2,24,13,60,3438,47,78,24,1934,141
1880,2018,2,25,13,60,3595,46,77,24,1934,141
1881,2018,2,26,14,62,3764,48,77,24,1934,141
1882,2018,2,27,14,62,3764,48,77,24,1934,141
1883,2018,2,28,14,62,3764,48,77,24,1750,141
1884,2018,3,1,14,62,3764,48,77,24,1758,141
1885,2018,3,2,13,56,3401,44,77,24,1758,141
1886,2018,3,3,13,56,3401,44,77,24,1738,141
1887,2018,3,4,13,56,3401,44,77,24,1738,141
1888,2018,3,5,13,56,3401,44,77,24,1772,141
1889,2018,3,6,13,56,3401,44,77,24,1782,141
1890,2018,3,7,13,56,3401,44,77,24,1782,141
1891,2018,3,8,13,56,3549,43,76,24,1782,141
1892,2018,3,9,14,56,3697,43,75,24,1782,141
1893,2018,3,10,14,56,3845,42,74,24,1782,141
1894,2018,3,11,15,56,3993,41,73,24,1782,141
1895,2018,3,12,15,56,4141,41,72,24,1782,140
1896,2018,3,13,16,56,4289,40,71,24,1782,140
1897,2018,3,14,17,56,4437,40,70,24,1782,140
1898,2018,3,15,3,62,812,59,95,20,1872,140
1899,2018,3,16,6,66,1731,59,90,24,1872,140
1900,2018,3,17,8,66,2250,58,87,24,1872,140
1901,2018,3,18,8,66,2247,57,87,24,1872,140
1902,2018,3,19,8,66,2247,57,87,24,1872,140
1903,2018,3,20,11,64,2844,53,83,24,1872,140
1904,2018,3,21,12,63,3320,51,80,24,1872,140
1905,2018,3,22,14,63,3652,50,78,24,1872,140
1906,2018,3,23,14,63,3652,50,78,24,1872,140
1907,2018,3,24,14,63,3652,50,78,24,1872,140
1908,2018,3,25,14,63,3652,50,78,24,1872,140
1909,2018,3,26,15,63,3984,48,76,24,1872,140
1910,2018,3,27,15,63,3984,48,76,24,1872,140
1911,2018,3,28,15,63,3984,48,76,24,1872,140
1912,2018,3,29,15,63,3984,48,76,24,1872,140
1913,2018,3,30,15,63,3984,48,76,24,1872,140
1914,2018,3,31,15,63,3984,48,76,24,1872,140
1915,2018,4,1,15,65,4079,50,76,24,1872,140
1916,2018,4,2,15,65,4079,50,76,24,1872,140
1917,2018,4,3,15,65,4079,50,76,24,1872,140
1918,2018,4,4,15,65,4079,50,76,24,1872,140
1919,2018,4,5,15,65,4079,50,76,24,1872,140
1920,2018,4,6,15,65,4079,50,76,24,1872,140
1921,2018,4,7,15,65,4079,50,76,24,1872,139
1922,2018,4,8,15,65,4079,50,76,24,1872,139
1923,2018,4,9,16,65,4249,49,75,24,1872,139
1924,2018,4,10,14,56,3690,42,75,24,1872,139
1925,2018,4,11,14,57,3737,43,75,24,1872,139
1926,2018,4,12,14,57,3737,43,75,24,1872,139
1927,2018,4,13,15,57,4035,42,73,24,1872,139
1928,2018,4,14,14,53,3733,39,73,22,1872,139
1929,2018,4,15,15,57,4035,42,73,24,1872,139
1930,2018,4,16,15,57,4035,42,73,24,1872,139
1931,2018,4,17,15,57,4019,42,73,24,1872,139
1932,2018,4,18,15,57,4035,42,73,24,1872,139
1933,2018,4,19,15,57,4035,42,73,24,1872,139
1934,2018,4,20,16,59,4163,43,73,24,1872,139
1935,2018,4,21,16,59,4184,43,73,24,1872,139
1936,2018,4,22,16,59,4184,43,73,24,1872,139
1937,2018,4,23,17,64,4518,47,73,24,1872,139
1938,2018,4,24,17,64,4518,47,73,24,1872,139
1939,2018,4,25,17,64,4518,47,73,24,1872,139
1940,2018,4,26,17,64,4518,47,73,24,1872,139
1941,2018,4,27,16,64,4350,48,74,24,1872,139
1942,2018,4,28,14,57,3879,42,74,21,1872,139
1943,2018,4,29,16,62,4200,46,74,24,1872,139
1944,2018,4,30,14,57,3866,42,74,24,1872,139
1945,2018,5,1,14,57,3866,42,74,24,1872,139
1946,2018,5,2,13,52,3527,39,74,22,1872,139
1947,2018,5,3,15,57,4057,42,73,24,1872,138
1948,2018,5,4,16,62,4418,46,73,24,1872,138
1949,2018,5,5,16,62,4418,46,73,24,1872,138
1950,2018,5,6,16,62,4418,46,73,24,1872,138
1951,2018,5,7,14,54,3823,40,73,22,1872,138
1952,2018,5,8,16,59,4170,43,73,24,1872,138
1953,2018,5,9,16,59,4170,43,73,24,1872,138
1954,2018,5,10,16,59,4170,43,73,24,1872,138
1955,2018,5,11,14,58,3835,44,75,24,1872,138
1956,2018,5,12,14,56,3697,43,75,24,1872,138
1957,2018,5,13,14,56,3697,43,75,24,1872,138
1958,2018,5,14,14,58,3776,43,75,24,1872,138
1959,2018,5,15,14,58,3776,43,75,24,1872,138
1960,2018,5,16,13,52,3421,39,75,24,1872,138
1961,2018,5,17,13,52,3421,39,75,24,1872,138
1962,2018,5,18,13,52,3421,39,75,24,1872,138
1963,2018,5,19,13,52,3421,39,75,24,1872,138
1964,2018,5,20,13,52,3441,40,75,24,1872,138
1965,2018,5,21,12,52,3303,40,76,24,1872,138
1966,2018,5,22,12,52,3303,40,76,24,1872,138
1967,2018,5,23,12,52,3303,40,76,24,1872,138
1968,2018,5,24,12,52,3303,40,76,24,1872,138
1969,2018,5,25,14,58,3656,44,76,24,1872,138
1970,2018,5,26,14,58,3656,44,76,24,1872,138
1971,2018,5,27,13,56,3535,43,76,23,1872,138
1972,2018,5,28,14,58,3656,44,76,24,1872,138
1973,2018,5,29,14,58,3656,44,76,24,1872,137
1974,2018,5,30,13,55,3458,42,76,23,1872,137
1975,2018,5,31,14,58,3656,44,76,24,1872,137
1976,2018,6,1,14,58,3656,44,76,24,1872,137
1977,2018,6,2,14,58,3656,44,76,24,1872,137
1978,2018,6,3,14,58,3656,44,76,24,1872,137
1979,2018,6,4,12,58,3352,46,78,24,1872,137
1980,2018,6,5,12,58,3352,46,78,24,1872,137
1981,2018,6,6,12,58,3352,46,78,24,1872,137
1982,2018,6,7,12,58,3352,46,78,24,1872,137
1983,2018,6,8,11,53,2906,42,79,22,1872,137
1984,2018,6,9,12,58,3199,46,79,24,1872,137
1985,2018,6,10,12,58,3199,46,79,24,1872,137
1986,2018,6,11,12,58,3199,46,79,24,1872,137
1987,2018,6,12,11,54,2999,43,79,23,1872,137
1988,2018,6,13,12,58,3199,46,79,24,1872,137
1989,2018,6,14,12,58,3199,46,79,24,1872,137
1990,2018,6,15,12,60,3310,48,79,24,1872,137
1991,2018,6,16,12,60,3152,48,80,24,1872,137
1992,2018,6,17,11,58,3021,46,80,23,1872,137
1993,2018,6,18,11,56,2916,45,80,22,1872,137
1994,2018,6,19,12,60,3139,48,80,24,1872,137
1995,2018,6,20,12,60,3152,48,80,24,1872,137
1996,2018,6,21,12,60,3152,48,80,24,1877,137
1997,2018,6,22,13,59,3392,46,78,24,1880,137
1998,2018,6,23,13,59,3546,45,77,24,1886,136
1999,2018,6,24,12,51,3103,40,77,21,1887,136
2000,2018,6,25,13,59,3546,45,77,24,1866,136
2001,2018,6,26,13,59,3546,45,77,24,1871,136
2002,2018,6,27,13,59,3546,45,77,24,1875,136
2003,2018,6,28,13,59,3392,46,78,24,1876,136
2004,2018,6,29,13,59,3392,46,78,24,1880,136
2005,2018,6,30,12,57,3279,45,78,23,1882,136
2006,2018,7,1,13,59,3392,46,78,24,1885,136
2007,2018,7,2,13,59,3392,46,78,24,1873,136
2008,2018,7,3,11,52,3011,41,78,21,1873,136
2009,2018,7,4,13,59,3392,46,78,24,1873,136
2010,2018,7,5,13,59,3392,46,78,24,1877,136
2011,2018,7,6,13,59,3392,46,78,24,1878,136
2012,2018,7,7,13,59,3392,46,78,24,1874,136
2013,2018,7,8,13,59,3392,46,78,24,1875,136
2014,2018,7,9,13,59,3392,46,78,24,1880,136
2015,2018,7,10,12,59,3238,47,79,24,1880,136
2016,2018,7,11,12,59,3238,47,79,24,1880,136
2017,2018,7,12,12,59,3238,47,79,24,1872,136
2018,2018,7,13,12,59,3238,47,79,24,1872,136
2019,2018,7,14,12,59,3238,47,79,24,1871,136
2020,2018,7,15,12,59,3238,47,79,24,1871,136
2021,2018,7,16,11,59,3084,47,80,24,1847,136
2022,2018,7,17,10,49,2596,40,80,20,1847,136
2023,2018,7,18,12,61,3184,49,80,24,1866,136
2024,2018,7,19,12,61,3184,49,80,24,1866,135
2025,2018,7,20,13,59,3381,46,78,24,1866,135
2026,2018,7,21,13,59,3381,46,78,24,1866,135
2027,2018,7,22,13,59,3381,46,78,24,1866,135
2028,2018,7,23,13,59,3381,46,78,24,1866,135
2029,2018,7,24,12,59,3227,46,79,24,1866,135
2030,2018,7,25,12,59,3227,46,79,24,1866,135
2031,2018,7,26,12,59,3227,46,79,24,1866,135
2032,2018,7,27,13,59,3381,46,78,24,1866,135
2033,2018,7,28,13,59,3381,46,78,24,1866,135
2034,2018,7,29,13,59,3381,46,78,24,1866,135
2035,2018,7,30,13,59,3381,46,78,24,1866,135
2036,2018,7,31,13,59,3381,46,78,24,1866,135
2037,2018,8,1,13,59,3381,46,78,24,1866,135
2038,2018,8,2,13,59,3381,46,78,24,1866,135
2039,2018,8,3,13,59,3381,46,78,24,1866,135
2040,2018,8,4,12,60,3152,48,80,24,1866,135
2041,2018,8,5,12,60,3152,48,80,24,1866,135
2042,2018,8,6,12,60,3152,48,80,24,1866,135
2043,2018,8,7,12,60,3152,48,80,24,1866,135
2044,2018,8,8,12,60,3152,48,80,24,1866,135
2045,2018,8,9,12,60,3152,48,80,24,1866,135
2046,2018,8,10,12,60,3310,48,79,24,1866,135
2047,2018,8,11,12,60,3310,48,79,24,1866,135
2048,2018,8,12,12,60,3310,48,79,24,1866,135
2049,2018,8,13,12,60,3310,48,79,24,1866,135
2050,2018,8,14,12,60,3310,48,79,24,1866,134
2051,2018,8,15,13,60,3467,47,78,24,1866,134
2052,2018,8,16,13,60,3467,47,78,24,1866,134
2053,2018,8,17,13,60,3467,47,78,24,1866,134
2054,2018,8,18,13,60,3467,47,78,24,1866,134
2055,2018,8,19,13,60,3467,47,78,24,1866,134
2056,2018,8,20,13,60,3467,47,78,24,1866,134
2057,2018,8,21,13,60,3467,47,78,24,1866,134
2058,2018,8,22,13,60,3467,47,78,24,1866,134
2059,2018,8,23,13,60,3467,47,78,24,1866,134
2060,2018,8,24,13,60,3467,47,78,24,1866,134
2061,2018,8,25,12,57,3294,45,78,24,1866,134
2062,2018,8,26,12,57,3294,45,78,24,1866,134
2063,2018,8,27,12,57,3294,45,78,24,1868,134
2064,2018,8,28,10,48,2782,38,78,22,1873,134
2065,2018,8,29,12,53,3202,41,77,24,1873,134
2066,2018,8,30,12,53,3202,41,77,24,1873,134
2067,2018,8,31,12,53,3202,41,77,24,1873,134
2068,2018,9,1,12,53,3202,41,77,24,1873,134
2069,2018,9,2,12,53,3202,41,77,24,1887,134
2070,2018,9,3,12,52,3129,40,77,24,1890,134
2071,2018,9,4,12,53,3202,41,77,24,1890,134
2072,2018,9,5,12,53,3202,41,77,24,1890,134
2073,2018,9,6,13,54,3546,41,75,24,1893,134
2074,2018,9,7,13,54,3546,41,75,24,1893,134
2075,2018,9,8,13,54,3546,41,75,24,1893,134
2076,2018,9,9,13,54,3546,41,75,24,1891,133
2077,2018,9,10,13,54,3546,41,75,24,1891,133
2078,2018,9,11,13,54,3546,41,75,24,1892,133
2079,2018,9,12,13,54,3546,41,75,24,1892,133
2080,2018,9,13,13,54,3546,41,75,24,1892,133
2081,2018,9,14,14,54,3688,40,74,24,1892,133
2082,2018,9,15,14,54,3688,40,74,24,1892,133
2083,2018,9,16,14,54,3688,40,74,24,1892,133
2084,2018,9,17,14,54,3688,40,74,24,1899,133
2085,2018,9,18,14,54,3688,40,74,24,1899,133
2086,2018,9,19,14,55,3736,41,74,24,1887,133
2087,2018,9,20,9,36,2476,27,74,15,1887,133
2088,2018,9,21,15,58,3988,44,74,24,1887,133
2089,2018,9,22,15,58,3988,44,74,24,1881,133
2090,2018,9,23,16,62,4241,46,74,24,1886,133
2091,2018,9,24,16,63,4289,47,74,24,1881,133
2092,2018,9,25,16,63,4289,47,74,24,1881,133
2093,2018,9,26,16,63,4289,47,74,24,1881,133
2094,2018,9,27,14,55,3739,41,74,22,1886,133
2095,2018,9,28,14,56,3818,42,74,24,1890,133
2096,2018,9,29,14,56,3818,42,74,24,1891,133
2097,2018,9,30,14,56,3818,42,74,24,1889,133
2098,2018,10,1,14,56,3818,42,74,24,1891,133
2099,2018,10,2,13,54,3572,41,75,24,1889,133
2100,2018,10,3,14,57,3743,43,75,24,1890,133
2101,2018,10,4,14,57,3743,43,75,24,1886,133
2102,2018,10,5,14,57,3743,43,75,24,1886,132
2103,2018,10,6,14,57,3743,43,75,24,1893,132
2104,2018,10,7,14,57,3893,43,74,24,1893,132
2105,2018,10,8,14,57,3893,43,74,24,1893,132
2106,2018,10,9,14,57,3893,43,74,24,1891,132
2107,2018,10,10,14,57,3893,43,74,24,1890,132
2108,2018,10,11,14,57,3893,43,74,24,1890,132
2109,2018,10,12,14,55,3743,41,74,24,1890,132
2110,2018,10,13,14,55,3743,41,74,24,1890,132
2111,2018,10,14,14,55,3743,41,74,24,1897,132
2112,2018,10,15,14,59,3848,44,75,24,1891,132
2113,2018,10,16,14,56,3704,43,75,23,1883,132
2114,2018,10,17,14,59,3848,44,75,24,1882,132
2115,2018,10,18,14,57,3717,43,75,24,1883,132
2116,2018,10,19,14,57,3717,43,75,24,1883,132
2117,2018,10,20,14,57,3717,43,75,24,1883,132
2118,2018,10,21,14,57,3717,43,75,24,1883,132
2119,2018,10,22,14,57,3717,43,75,24,1883,132
2120,2018,10,23,14,57,3717,43,75,24,1883,132
2121,2018,10,24,14,57,3717,43,75,24,1883,132
2122,2018,10,25,14,57,3866,42,74,24,1883,132
2123,2018,10,26,13,57,3568,43,76,24,1883,132
2124,2018,10,27,13,57,3419,44,77,24,1883,132
2125,2018,10,28,13,57,3419,44,77,24,1883,132
2126,2018,10,29,13,57,3419,44,77,24,1883,132
2127,2018,10,30,13,57,3419,44,77,24,1883,131
2128,2018,10,31,13,57,3419,44,77,24,1883,131
2129,2018,11,1,13,57,3419,44,77,24,1883,131
2130,2018,11,2,9,57,2527,47,83,24,1883,131
2131,2018,11,3,9,57,2527,47,83,24,1883,131
2132,2018,11,4,15,57,4163,41,72,24,1883,131
2133,2018,11,5,15,57,4163,41,72,24,1883,131
2134,2018,11,6,15,54,3979,39,72,24,1883,131
2135,2018,11,7,15,54,3979,39,72,24,1883,131
2136,2018,11,8,15,54,3979,39,72,24,1883,131
2137,2018,11,9,15,54,3979,39,72,24,1883,131
2138,2018,11,10,15,54,3979,39,72,24,1883,131
2139,2018,11,11,15,54,3979,39,72,24,1883,131
2140,2018,11,12,15,54,3979,39,72,24,1883,131
2141,2018,11,13,14,54,3695,40,74,24,1883,131
2142,2018,11,14,14,54,3695,40,74,24,1883,131
2143,2018,11,15,14,54,3837,40,73,24,1883,131
2144,2018,11,16,14,54,3837,40,73,24,1883,131
2145,2018,11,17,12,46,3229,34,73,20,1883,131
2146,2018,11,18,14,54,3837,40,73,24,1883,131
2147,2018,11,19,13,48,3389,35,73,21,1883,131
2148,2018,11,20,15,56,3979,41,73,24,1876,131
2149,2018,11,21,15,56,3979,41,73,24,1876,131
2150,2018,11,22,15,56,3979,41,73,24,1870,131
2151,2018,11,23,15,56,3979,41,73,24,1874,131
2152,2018,11,24,15,56,3979,41,73,24,1874,131
2153,2018,11,25,15,56,3979,41,73,24,1876,130
2154,2018,11,26,14,52,3664,38,73,22,1876,130
2155,2018,11,27,15,56,3979,41,73,24,1876,130
2156,2018,11,28,13,56,3537,43,76,24,1873,130
2157,2018,11,29,13,56,3537,43,76,24,1872,130
2158,2018,11,30,13,56,3537,43,76,24,1872,130
2159,2018,12,1,13,56,3537,43,76,24,1872,130
2160,2018,12,2,13,56,3537,43,76,24,1872,130
2161,2018,12,3,13,56,3537,43,76,24,1874,130
2162,2018,12,4,13,56,3537,43,76,24,1874,130
2163,2018,12,5,14,56,3684,42,75,24,1874,130
2164,2018,12,6,14,56,3684,42,75,24,1874,130
2165,2018,12,7,14,56,3684,42,75,24,1874,130
2166,2018,12,8,13,56,3389,43,77,24,2073,130
2167,2018,12,9,13,56,3389,43,77,24,2073,130
2168,2018,12,10,11,51,3079,39,77,22,2008,130
2169,2018,12,11,13,56,3389,43,77,24,2008,130
2170,2018,12,12,13,56,3537,43,76,24,2008,130
2171,2018,12,13,13,56,3537,43,76,24,2008,130
2172,2018,12,14,11,45,2859,35,76,19,2008,130
2173,2018,12,15,13,56,3537,43,76,24,2008,130
2174,2018,12,16,14,56,3684,42,75,24,2008,130
2175,2018,12,17,14,56,3684,42,75,24,2008,130
2176,2018,12,18,14,56,3684,42,75,24,2008,130
2177,2018,12,19,14,56,3684,42,75,24,1978,130
2178,2018,12,20,14,56,3684,42,75,24,1931,130
2179,2018,12,21,14,56,3684,42,75,24,1931,129
2180,2018,12,22,14,56,3684,42,75,24,1931,129
2181,2018,12,23,14,56,3684,42,75,24,1931,129
2182,2018,12,24,14,56,3684,42,75,24,1931,129
2183,2018,12,25,14,56,3684,42,75,24,1931,129
2184,2018,12,26,14,56,3684,42,75,24,1931,129
2185,2018,12,27,14,56,3684,42,75,24,1931,129
2186,2018,12,28,14,56,3684,42,75,24,1931,129
2187,2018,12,29,14,56,3684,42,75,24,1931,129
2188,2018,12,30,14,56,3684,42,75,24,1931,129
2189,2018,12,31,14,56,3684,42,75,24,1931,129
2190,2019,1,1,14,56,3684,42,75,24,1931,129
2191,2019,1,2,14,56,3684,42,75,24,1931,129
2192,2019,1,3,14,56,3684,42,75,24,1931,129
2193,2019,1,4,14,56,3684,42,75,24,1931,129
2194,2019,1,5,14,56,3684,42,75,24,1931,129
2195,2019,1,6,14,56,3684,42,75,24,1931,129
2196,2019,1,7,14,56,3684,42,75,24,1931,129
2197,2019,1,8,14,56,3684,42,75,24,1931,129
2198,2019,1,9,14,56,3684,42,75,24,1931,129
2199,2019,1,10,14,56,3684,42,75,24,1931,129
2200,2019,1,11,14,56,3684,42,75,24,1931,129
2201,2019,1,12,14,56,3684,42,75,24,1931,129
