id,год,месяц,день,погодное условие,направление ветра,скорость ветра (м/с),давление (мм рт. ст.),влажность (%),видимость (мм),луна,осадки (мм),температура днем,температура ночью,url
722,2019,6,6,пасмурно,,,759,38,10.0,растущая,0.0,17,17,https://pogoda1.ru/samburg/06-06-2019/
723,2019,6,7,малооблачно,северо-восточный,6,756,37,10.0,растущая,0.0,9,12,https://pogoda1.ru/samburg/07-06-2019/
724,2019,6,8,пасмурно,северный,3,756,71,10.0,растущая,0.0,10,8,https://pogoda1.ru/samburg/08-06-2019/
725,2019,6,9,пасмурно,западный,3,755,44,10.0,растущая,0.0,3,8,https://pogoda1.ru/samburg/09-06-2019/
726,2019,6,10,пасмурно,северный,3,751,83,10.0,растущая,0.2,7,9,https://pogoda1.ru/samburg/10-06-2019/
727,2019,6,11,пасмурно,южный,3,756,46,10.0,растущая,0.0,1,4,https://pogoda1.ru/samburg/11-06-2019/
728,2019,6,12,пасмурно,южный,3,749,62,10.0,растущая,0.0,5,8,https://pogoda1.ru/samburg/12-06-2019/
729,2019,6,13,дождь,северо-западный,13,738,91,10.0,растущая,12.0,8,9,https://pogoda1.ru/samburg/13-06-2019/
730,2019,6,14,пасмурно,юго-западный,2,742,59,10.0,растущая,0.1,0,4,https://pogoda1.ru/samburg/14-06-2019/
731,2019,6,15,пасмурно,западный,7,751,74,10.0,растущая,0.4,0,1,https://pogoda1.ru/samburg/15-06-2019/
732,2019,6,16,дождь,юго-восточный,7,752,60,10.0,растущая,0.0,3,8,https://pogoda1.ru/samburg/16-06-2019/
733,2019,6,17,пасмурно,юго-восточный,9,748,40,10.0,полнолуние,0.0,3,15,https://pogoda1.ru/samburg/17-06-2019/
734,2019,6,18,дождь,западный,5,747,74,10.0,убывающая,3.1,7,13,https://pogoda1.ru/samburg/18-06-2019/
735,2019,6,19,пасмурно,северо-западный,8,748,71,10.0,убывающая,0.4,7,7,https://pogoda1.ru/samburg/19-06-2019/
736,2019,6,20,пасмурно,юго-западный,6,756,44,10.0,убывающая,0.0,0,9,https://pogoda1.ru/samburg/20-06-2019/
737,2019,6,21,дождь,восточный,6,750,79,10.0,убывающая,0.4,6,21,https://pogoda1.ru/samburg/21-06-2019/
738,2019,6,22,пасмурно,западный,8,755,69,10.0,убывающая,0.0,10,7,https://pogoda1.ru/samburg/22-06-2019/
739,2019,6,23,ясно,южный,3,757,45,10.0,убывающая,0.0,6,13,https://pogoda1.ru/samburg/23-06-2019/
740,2019,6,24,пасмурно,южный,10,750,44,10.0,убывающая,0.0,5,17,https://pogoda1.ru/samburg/24-06-2019/
741,2019,6,25,пасмурно,западный,5,758,55,10.0,убывающая,0.0,8,10,https://pogoda1.ru/samburg/25-06-2019/
742,2019,6,26,малооблачно,западный,2,760,49,10.0,убывающая,0.0,7,11,https://pogoda1.ru/samburg/26-06-2019/
743,2019,6,27,пасмурно,северо-восточный,4,755,88,10.0,убывающая,1.3,8,8,https://pogoda1.ru/samburg/27-06-2019/
744,2019,6,28,пасмурно,северо-восточный,1,756,65,10.0,убывающая,0.0,13,13,https://pogoda1.ru/samburg/28-06-2019/
745,2019,6,29,дождь,юго-западный,3,758,89,10.0,убывающая,0.3,8,8,https://pogoda1.ru/samburg/29-06-2019/
746,2019,6,30,ясно,северный,1,762,37,10.0,убывающая,0.0,5,20,https://pogoda1.ru/samburg/30-06-2019/
747,2019,7,1,пасмурно,южный,3,762,32,10.0,убывающая,0.0,8,23,https://pogoda1.ru/samburg/01-07-2019/
748,2019,7,2,ясно,юго-восточный,4,761,35,10.0,убывающая,0.0,11,26,https://pogoda1.ru/samburg/02-07-2019/
749,2019,7,3,ясно,восточный,3,758,36,10.0,растущая,0.0,12,30,https://pogoda1.ru/samburg/03-07-2019/
750,2019,7,4,облачно,восточный,4,754,40,10.0,растущая,0.0,14,26,https://pogoda1.ru/samburg/04-07-2019/
751,2019,7,5,пасмурно,восточный,6,746,56,10.0,растущая,1.1,20,21,https://pogoda1.ru/samburg/05-07-2019/
752,2019,7,6,пасмурно,северо-восточный,4,742,81,10.0,растущая,0.0,17,17,https://pogoda1.ru/samburg/06-07-2019/
753,2019,7,7,пасмурно,восточный,1,745,89,10.0,растущая,1.4,13,14,https://pogoda1.ru/samburg/07-07-2019/
754,2019,7,8,дождь,северо-восточный,2,744,93,10.0,растущая,6.1,15,13,https://pogoda1.ru/samburg/08-07-2019/
755,2019,7,9,пасмурно,северо-восточный,4,749,61,10.0,растущая,0.0,11,14,https://pogoda1.ru/samburg/09-07-2019/
756,2019,7,10,пасмурно,северо-западный,1,755,40,10.0,растущая,0.0,3,15,https://pogoda1.ru/samburg/10-07-2019/
757,2019,7,11,дождь,юго-восточный,10,755,81,10.0,растущая,0.2,8,17,https://pogoda1.ru/samburg/11-07-2019/
758,2019,7,12,пасмурно,юго-западный,10,756,47,10.0,растущая,0.0,20,22,https://pogoda1.ru/samburg/12-07-2019/
759,2019,7,13,малооблачно,западный,7,761,52,10.0,растущая,0.0,15,20,https://pogoda1.ru/samburg/13-07-2019/
760,2019,7,14,пасмурно,юго-восточный,7,762,63,10.0,растущая,0.0,7,20,https://pogoda1.ru/samburg/14-07-2019/
761,2019,7,15,облачно,южный,7,758,50,10.0,растущая,0.0,16,27,https://pogoda1.ru/samburg/15-07-2019/
762,2019,7,16,ясно,юго-восточный,2,758,43,10.0,растущая,0.0,18,29,https://pogoda1.ru/samburg/16-07-2019/
763,2019,7,17,пасмурно,восточный,7,756,47,10.0,полнолуние,0.0,16,26,https://pogoda1.ru/samburg/17-07-2019/
764,2019,7,18,малооблачно,восточный,4,754,54,10.0,убывающая,0.0,17,26,https://pogoda1.ru/samburg/18-07-2019/
765,2019,7,19,малооблачно,восточный,6,756,52,10.0,убывающая,0.0,21,30,https://pogoda1.ru/samburg/19-07-2019/
766,2019,7,20,ясно,юго-восточный,5,758,51,10.0,убывающая,0.0,19,27,https://pogoda1.ru/samburg/20-07-2019/
767,2019,7,21,малооблачно,юго-восточный,6,759,39,10.0,убывающая,0.0,17,24,https://pogoda1.ru/samburg/21-07-2019/
768,2019,7,22,ясно,северо-восточный,5,756,35,10.0,убывающая,0.0,10,22,https://pogoda1.ru/samburg/22-07-2019/
769,2019,7,23,пасмурно,северный,4,756,83,10.0,убывающая,0.0,16,16,https://pogoda1.ru/samburg/23-07-2019/
770,2019,7,24,пасмурно,восточный,6,753,73,10.0,убывающая,0.0,12,15,https://pogoda1.ru/samburg/24-07-2019/
771,2019,7,25,пасмурно,северо-восточный,5,754,56,10.0,убывающая,0.0,13,15,https://pogoda1.ru/samburg/25-07-2019/
772,2019,7,26,пасмурно,северо-восточный,5,754,55,10.0,убывающая,0.0,10,16,https://pogoda1.ru/samburg/26-07-2019/
773,2019,7,27,дождь,восточный,7,747,87,10.0,убывающая,1.4,13,16,https://pogoda1.ru/samburg/27-07-2019/
774,2019,7,28,пасмурно,юго-восточный,2,747,75,10.0,убывающая,0.0,10,15,https://pogoda1.ru/samburg/28-07-2019/
775,2019,7,29,пасмурно,восточный,4,756,65,10.0,убывающая,0.0,6,12,https://pogoda1.ru/samburg/29-07-2019/
776,2019,7,30,пасмурно,восточный,9,751,74,10.0,убывающая,0.0,13,19,https://pogoda1.ru/samburg/30-07-2019/
777,2019,7,31,дождь,юго-восточный,3,746,80,10.0,убывающая,0.0,15,20,https://pogoda1.ru/samburg/31-07-2019/
778,2019,8,1,пасмурно,юго-западный,8,747,56,10.0,новолуние,0.2,10,15,https://pogoda1.ru/samburg/01-08-2019/
779,2019,8,2,пасмурно,восточный,11,748,58,10.0,растущая,0.0,10,16,https://pogoda1.ru/samburg/02-08-2019/
780,2019,8,3,ясно,юго-восточный,14,744,65,10.0,растущая,1.3,13,18,https://pogoda1.ru/samburg/03-08-2019/
781,2019,8,4,дождь,южный,9,750,56,10.0,растущая,0.0,11,18,https://pogoda1.ru/samburg/04-08-2019/
782,2019,8,5,дождь,южный,4,754,79,10.0,растущая,0.0,13,19,https://pogoda1.ru/samburg/05-08-2019/
783,2019,8,6,малооблачно,южный,6,758,54,10.0,растущая,0.0,10,15,https://pogoda1.ru/samburg/06-08-2019/
784,2019,8,7,пасмурно,юго-восточный,9,750,81,10.0,растущая,0.1,14,19,https://pogoda1.ru/samburg/07-08-2019/
785,2019,8,8,пасмурно,южный,6,748,61,10.0,растущая,0.0,13,16,https://pogoda1.ru/samburg/08-08-2019/
786,2019,8,9,ясно,южный,7,750,66,10.0,растущая,0.0,7,13,https://pogoda1.ru/samburg/09-08-2019/
787,2019,8,10,малооблачно,западный,5,754,61,10.0,растущая,0.0,12,13,https://pogoda1.ru/samburg/10-08-2019/
788,2019,8,11,пасмурно,западный,8,756,57,10.0,растущая,0.0,7,11,https://pogoda1.ru/samburg/11-08-2019/
789,2019,8,12,пасмурно,юго-восточный,5,760,59,10.0,растущая,0.0,1,9,https://pogoda1.ru/samburg/12-08-2019/
790,2019,8,13,пасмурно,юго-западный,6,759,64,10.0,растущая,0.3,13,17,https://pogoda1.ru/samburg/13-08-2019/
791,2019,8,14,пасмурно,северо-восточный,4,764,60,10.0,растущая,0.0,11,13,https://pogoda1.ru/samburg/14-08-2019/
792,2019,8,15,ясно,восточный,4,760,66,10.0,полнолуние,0.0,10,15,https://pogoda1.ru/samburg/15-08-2019/
793,2019,8,16,пасмурно,южный,3,759,55,10.0,убывающая,0.0,9,19,https://pogoda1.ru/samburg/16-08-2019/
794,2019,8,17,пасмурно,южный,9,758,55,10.0,убывающая,0.0,13,20,https://pogoda1.ru/samburg/17-08-2019/
795,2019,8,18,пасмурно,северо-западный,6,761,55,10.0,убывающая,0.0,13,16,https://pogoda1.ru/samburg/18-08-2019/
796,2019,8,19,дождь,северный,3,761,93,10.0,убывающая,0.0,11,11,https://pogoda1.ru/samburg/19-08-2019/
797,2019,8,20,пасмурно,северо-восточный,6,765,91,10.0,убывающая,0.0,12,13,https://pogoda1.ru/samburg/20-08-2019/
798,2019,8,21,ясно,северный,5,765,54,10.0,убывающая,0.0,11,15,https://pogoda1.ru/samburg/21-08-2019/
799,2019,8,22,малооблачно,северо-западный,3,760,71,10.0,убывающая,0.0,8,17,https://pogoda1.ru/samburg/22-08-2019/
800,2019,8,23,пасмурно,юго-западный,7,756,67,10.0,убывающая,0.0,11,17,https://pogoda1.ru/samburg/23-08-2019/
801,2019,8,24,дождь,юго-восточный,9,747,93,10.0,убывающая,0.0,11,15,https://pogoda1.ru/samburg/24-08-2019/
802,2019,8,25,дождь,северо-западный,8,748,86,10.0,убывающая,0.1,10,12,https://pogoda1.ru/samburg/25-08-2019/
803,2019,8,26,пасмурно,северо-западный,6,757,76,10.0,убывающая,0.1,8,8,https://pogoda1.ru/samburg/26-08-2019/
804,2019,8,27,дождь,северо-восточный,11,754,91,10.0,убывающая,0.0,7,8,https://pogoda1.ru/samburg/27-08-2019/
805,2019,8,28,дождь,восточный,6,747,92,10.0,убывающая,0.0,12,11,https://pogoda1.ru/samburg/28-08-2019/
806,2019,8,29,пасмурно,юго-западный,8,757,89,10.0,убывающая,0.1,8,7,https://pogoda1.ru/samburg/29-08-2019/
807,2019,8,30,пасмурно,юго-западный,3,758,82,10.0,новолуние,0.1,6,7,https://pogoda1.ru/samburg/30-08-2019/
808,2019,8,31,пасмурно,северо-восточный,2,750,88,10.0,растущая,0.0,8,8,https://pogoda1.ru/samburg/31-08-2019/
809,2019,9,1,пасмурно,северо-восточный,6,749,85,10.0,растущая,0.6,10,11,https://pogoda1.ru/samburg/01-09-2019/
810,2019,9,2,пасмурно,северный,2,754,92,10.0,растущая,0.0,10,11,https://pogoda1.ru/samburg/02-09-2019/
811,2019,9,3,пасмурно,северо-западный,4,757,83,10.0,растущая,0.0,10,10,https://pogoda1.ru/samburg/03-09-2019/
812,2019,9,4,пасмурно,северный,2,760,90,10.0,растущая,0.8,8,10,https://pogoda1.ru/samburg/04-09-2019/
813,2019,9,5,пасмурно,юго-западный,2,765,91,10.0,растущая,0.0,6,9,https://pogoda1.ru/samburg/05-09-2019/
814,2019,9,6,пасмурно,юго-западный,5,765,77,10.0,растущая,0.0,10,11,https://pogoda1.ru/samburg/06-09-2019/
815,2019,9,7,пасмурно,юго-западный,5,766,74,10.0,растущая,0.0,7,14,https://pogoda1.ru/samburg/07-09-2019/
816,2019,9,8,дождь,юго-западный,7,764,62,10.0,растущая,0.0,6,12,https://pogoda1.ru/samburg/08-09-2019/
817,2019,9,9,пасмурно,северо-западный,8,767,71,10.0,растущая,0.0,7,8,https://pogoda1.ru/samburg/09-09-2019/
818,2019,9,10,дождь,юго-западный,11,755,86,10.0,растущая,0.0,0,3,https://pogoda1.ru/samburg/10-09-2019/
819,2019,9,11,малооблачно,северо-западный,11,760,86,10.0,растущая,0.0,0,2,https://pogoda1.ru/samburg/11-09-2019/
820,2019,9,12,ясно,западный,2,761,86,10.0,растущая,0.0,0,0,https://pogoda1.ru/samburg/12-09-2019/
821,2019,9,13,малооблачно,западный,3,759,72,10.0,растущая,0.0,-1,2,https://pogoda1.ru/samburg/13-09-2019/
822,2019,9,14,ясно,северо-восточный,1,758,92,10.0,полнолуние,0.0,-5,-1,https://pogoda1.ru/samburg/14-09-2019/
823,2019,9,15,пасмурно,юго-восточный,5,757,93,10.0,убывающая,0.0,-3,-1,https://pogoda1.ru/samburg/15-09-2019/
824,2019,9,16,дождь,южный,5,747,92,10.0,убывающая,2.3,3,7,https://pogoda1.ru/samburg/16-09-2019/
825,2019,9,17,пасмурно,северо-западный,1,747,86,10.0,убывающая,0.0,8,10,https://pogoda1.ru/samburg/17-09-2019/
826,2019,9,18,пасмурно,юго-западный,5,749,87,10.0,убывающая,0.0,3,5,https://pogoda1.ru/samburg/18-09-2019/
827,2019,9,19,пасмурно,южный,3,745,91,10.0,убывающая,0.7,8,9,https://pogoda1.ru/samburg/19-09-2019/
828,2019,9,20,дождь,северо-восточный,10,729,94,10.0,убывающая,1.8,3,6,https://pogoda1.ru/samburg/20-09-2019/
829,2019,9,21,пасмурно,западный,3,750,72,10.0,убывающая,0.1,4,3,https://pogoda1.ru/samburg/21-09-2019/
830,2019,9,22,малооблачно,южный,8,758,80,10.0,убывающая,0.0,-1,0,https://pogoda1.ru/samburg/22-09-2019/
831,2019,9,23,дождь,южный,8,734,87,10.0,убывающая,5.8,2,6,https://pogoda1.ru/samburg/23-09-2019/
832,2019,9,24,пасмурно,западный,8,736,82,10.0,убывающая,0.0,3,3,https://pogoda1.ru/samburg/24-09-2019/
833,2019,9,25,дождь,юго-западный,1,745,85,10.0,убывающая,0.6,2,3,https://pogoda1.ru/samburg/25-09-2019/
834,2019,9,26,пасмурно,южный,7,749,86,10.0,убывающая,0.1,3,3,https://pogoda1.ru/samburg/26-09-2019/
835,2019,9,27,пасмурно,южный,7,753,87,10.0,убывающая,0.0,0,2,https://pogoda1.ru/samburg/27-09-2019/
836,2019,9,28,пасмурно,восточный,3,751,93,10.0,убывающая,0.2,0,0,https://pogoda1.ru/samburg/28-09-2019/
837,2019,9,29,пасмурно,северо-восточный,1,752,91,10.0,растущая,0.1,0,0,https://pogoda1.ru/samburg/29-09-2019/
838,2019,9,30,пасмурно,южный,5,756,88,10.0,растущая,0.0,-1,0,https://pogoda1.ru/samburg/30-09-2019/
839,2019,10,1,дождь,юго-западный,6,755,91,10.0,растущая,0.0,1,3,https://pogoda1.ru/samburg/01-10-2019/
840,2019,10,2,пасмурно,южный,4,754,94,10.0,растущая,0.8,1,2,https://pogoda1.ru/samburg/02-10-2019/
841,2019,10,3,пасмурно,южный,6,752,95,10.0,растущая,1.1,6,7,https://pogoda1.ru/samburg/03-10-2019/
842,2019,10,4,пасмурно,западный,10,750,83,10.0,растущая,0.1,6,5,https://pogoda1.ru/samburg/04-10-2019/
843,2019,10,5,ясно,западный,6,757,80,10.0,растущая,0.0,1,1,https://pogoda1.ru/samburg/05-10-2019/
844,2019,10,6,дождь,южный,10,751,92,10.0,растущая,4.1,1,3,https://pogoda1.ru/samburg/06-10-2019/
845,2019,10,7,пасмурно,западный,8,762,76,10.0,растущая,0.0,0,0,https://pogoda1.ru/samburg/07-10-2019/
846,2019,10,8,пасмурно,северо-западный,1,769,92,10.0,растущая,0.0,-3,-3,https://pogoda1.ru/samburg/08-10-2019/
847,2019,10,9,пасмурно,юго-восточный,8,769,82,10.0,растущая,0.0,-1,0,https://pogoda1.ru/samburg/09-10-2019/
848,2019,10,10,пасмурно,юго-восточный,12,764,74,10.0,растущая,0.0,0,0,https://pogoda1.ru/samburg/10-10-2019/
849,2019,10,11,пасмурно,юго-восточный,8,764,65,10.0,растущая,0.0,3,2,https://pogoda1.ru/samburg/11-10-2019/
850,2019,10,12,пасмурно,юго-восточный,6,763,93,10.0,растущая,0.0,0,0,https://pogoda1.ru/samburg/12-10-2019/
851,2019,10,13,пасмурно,юго-западный,5,757,94,10.0,растущая,0.4,1,4,https://pogoda1.ru/samburg/13-10-2019/
852,2019,10,14,дождь,восточный,6,751,95,10.0,полнолуние,0.0,2,3,https://pogoda1.ru/samburg/14-10-2019/
853,2019,10,15,дождь,восточный,3,747,95,10.0,убывающая,0.4,5,5,https://pogoda1.ru/samburg/15-10-2019/
